VehicleAge,VehBCost,WheelTypeID,VehOdo,MMRCurrentAuctionCleanPrice,WarrantyCost,IsBadBuy
6,7580,1,81188,9572,3265,0
5,5790,1,63778,4792,728,0
7,6985,1,82417,6622,894,1
7,4160,1,94074,3914,2651,1
5,10195,1,76101,10628,803,1
1,7800,2,52088,9927,920,1
4,6950,2,90862,8753,765,0
5,6340,1,85050,4859,2152,0
5,3915,1,66849,4366,825,1
3,8075,2,51881,7013,1251,1
5,4230,1,91007,4636,1053,1
2,7300,1,81884,12352,1633,1
9,6200,1,73042,4031,869,1
8,5220,2,87245,2841,2063,0
1,7500,2,53032,8530,920,0
2,6970,2,72565,8951,920,1
4,7835,2,83233,7695,983,0
1,9860,1,89147,10173,983,0
3,7790,1,63377,9965,1313,1
3,5350,2,64658,6675,1215,0
2,6500,2,86627,7624,2282,1
5,9600,2,79358,8955,1389,1
3,5725,1,84774,6216,983,1
4,5760,1,58260,5831,1086,1
7,8240,3,89214,6473,2452,0
5,3860,2,85988,3149,1893,1
4,5405,1,87168,5219,853,1
3,6860,2,76041,7915,1038,0
5,7710,1,61519,7706,630,0
5,5500,2,44157,6235,975,0
3,5525,2,77282,7601,1389,1
3,5200,2,80412,7442,1373,0
2,10450,3,85013,16921,983,1
3,5925,2,76408,6117,1389,0
3,8185,1,43751,8525,482,1
3,7825,2,46465,8378,693,0
3,5755,2,64566,6530,1215,1
3,6230,2,84859,11160,2282,0
4,3335,1,78659,5637,1155,1
3,6615,1,78759,8645,569,1
3,5305,2,81741,6249,983,0
3,5325,2,43921,5936,482,0
2,7185,2,60423,8369,825,0
2,7500,2,45508,8231,693,1
8,3600,2,81527,2746,2063,1
5,3675,2,77094,3777,1155,1
2,5905,1,41735,7341,975,0
4,5630,1,72951,5241,1155,1
6,10050,1,75842,9932,803,1
6,8170,3,82060,7644,983,1
5,6000,2,32890,7404,882,0
6,7175,1,86608,7938,1243,0
6,5370,2,74146,4980,1974,0
5,7805,2,78199,7990,1506,0
3,9000,2,77463,12811,1272,0
6,5285,1,52766,5291,3376,1
4,7800,1,83880,0,1373,1
4,8445,1,83419,9322,1373,1
8,3235,1,95641,4033,1353,1
5,6820,1,58189,8006,1417,1
6,8305,1,69875,7229,630,1
4,4715,2,87252,5689,1113,1
5,4500,1,69844,5184,1898,0
3,5780,2,44534,4884,482,1
6,7300,1,83554,7924,983,1
3,9440,2,57068,10763,505,1
4,6005,1,88036,7898,1633,1
5,6530,1,84788,8332,2022,0
3,6770,1,66780,8110,533,0
7,4005,1,95217,6039,2218,1
6,10085,1,68680,10040,825,0
5,4000,1,61746,4773,728,1
7,5095,1,69963,4462,1320,1
3,4230,1,102111,6861,1450,0
3,6470,2,87787,8617,1243,1
3,5800,2,43412,7254,975,0
3,6425,2,65157,7907,923,0
4,7240,1,86123,7266,1373,0
4,5635,2,62450,5242,1411,0
7,4200,2,52181,2824,1551,1
1,8500,1,44785,9363,1328,0
4,4800,1,80244,6363,1763,0
2,7670,2,61959,8187,1020,0
5,5430,1,75772,6184,1623,0
7,7100,1,50623,5535,1551,0
8,5685,2,72372,3719,869,0
5,6470,2,74138,6542,1155,1
5,6400,1,54325,5108,920,1
7,5835,1,95017,7700,2218,0
5,6100,1,90766,8678,1774,1
5,4700,2,67472,4844,1215,0
5,7500,1,74257,9535,1155,1
2,7750,1,78627,12055,803,0
3,7685,1,65902,9118,1411,0
2,7100,2,50396,8282,754,0
4,9550,1,75330,11071,1389,0
4,6240,1,71673,6431,1272,0
4,9340,1,56728,1,1334,0
1,7500,2,47980,8669,834,0
8,4435,1,88308,4339,894,1
8,4170,2,99961,3471,2218,1
5,4400,1,71209,4338,1506,0
4,6435,2,77204,9945,2091,0
4,9680,1,93772,12840,2351,0
3,8050,1,78307,10510,1506,1
4,5135,2,49811,4621,623,0
8,2995,1,78417,2263,986,1
4,3310,2,77299,3608,569,0
4,4500,2,40670,5657,834,0
6,4245,2,93360,4100,2651,1
4,10065,1,89675,15151,2282,0
3,5700,1,70228,6088,1389,1
7,7200,2,66484,5119,1808,1
3,7600,1,74017,7234,1506,0
3,9700,2,63124,11035,533,0
4,5655,2,76901,9420,569,0
4,5420,1,80584,6531,1373,1
3,5100,1,45325,5923,482,1
4,7235,2,77943,7723,2091,0
4,8065,2,84873,9000,594,1
7,7085,1,85022,5046,1543,0
3,7940,1,63746,9182,1118,1
4,10910,2,71639,16451,1155,0
6,4780,1,56492,5081,1086,0
6,3880,2,91076,4780,920,1
7,6070,1,67691,4887,833,1
3,8105,1,71248,10983,1389,0
5,4830,1,77602,6395,1389,1
4,3210,1,95942,5223,1630,1
5,4190,1,84446,4685,1503,1
3,9525,1,86138,11026,1503,1
7,6660,1,75912,5711,2391,1
5,5625,1,78592,4834,686,0
5,5800,1,78315,5173,1740,0
5,5935,1,93783,6046,1485,1
3,7950,2,78457,12249,1389,0
4,4720,1,55939,4901,920,1
7,4140,2,87046,4070,2063,1
8,4000,1,74787,2926,1220,1
4,5825,2,81066,6460,2152,0
5,5795,2,69089,4823,1215,0
1,6500,2,45799,8277,693,0
3,10310,2,84181,12086,1503,1
2,7355,1,88983,13765,853,0
6,3985,1,58924,3879,671,1
7,5415,1,70748,5016,2274,1
3,6000,1,75494,7470,1623,1
5,9400,1,67664,6357,825,0
8,7390,1,80012,5983,1283,0
4,7580,2,70658,7783,686,0
7,7950,1,86804,5845,1543,0
3,6100,2,53479,8574,588,0
6,7835,1,81698,8843,983,1
5,4475,1,96151,4814,1053,0
3,8200,1,89446,10056,2152,1
2,7155,2,74267,8892,1974,0
6,5935,1,76289,6370,569,1
2,6100,2,51534,7775,1086,0
5,4835,1,71184,4435,1389,1
4,6695,2,89302,6950,1763,0
6,5560,1,67379,4382,1020,1
3,5975,1,78049,8369,1974,0
4,6200,1,91489,9382,1774,1
7,5000,1,78931,3515,1689,1
6,4105,3,103834,4179,2891,1
2,6695,2,70529,8806,803,0
3,5625,2,61162,10460,1215,1
5,4765,2,64554,4509,1215,1
4,5100,1,88505,7116,1373,1
8,2645,1,96975,3423,1641,0
5,7605,1,78063,7516,1272,1
4,6700,2,86125,6423,594,0
4,6150,1,66172,7237,1703,0
7,4795,1,63250,3759,1028,1
4,4130,1,72725,4783,920,1
3,10970,3,83198,17893,1113,0
3,6140,2,40471,6824,975,0
3,8345,1,50166,9796,1003,0
4,6500,2,81535,7639,1113,1
7,4740,2,58725,4242,1469,0
3,6080,1,67553,6823,825,0
4,5195,1,68312,4997,825,1
4,10900,1,83742,14381,1893,1
6,4455,2,50880,2482,505,1
7,6100,1,79664,7213,1689,1
8,8585,1,60270,7295,1125,0
6,5380,1,74267,5476,1506,1
4,7640,2,75650,8310,1974,0
3,7880,3,56675,8853,920,0
4,6160,1,70411,8628,1623,0
9,4455,2,82651,3424,1283,1
3,8545,2,63734,11705,1215,0
6,4175,1,96893,5443,2939,1
4,3090,1,80269,4062,1243,0
1,5835,1,39966,6815,462,0
3,8550,1,72681,10284,1272,0
8,5425,2,71401,3727,2274,1
6,8875,1,89243,8771,2022,0
4,5930,1,57181,8263,1086,0
6,10790,1,87343,10446,1373,0
2,7685,2,60983,7542,728,0
3,5400,2,62309,5811,1215,0
6,4005,1,69790,4891,728,0
8,3850,1,52118,3055,1054,1
2,9185,2,81510,10305,1503,0
8,4395,2,71059,2966,1455,1
3,6180,1,46902,7450,764,0
8,6320,1,94019,5341,1930,1
5,8700,1,86212,9321,1243,0
3,8070,1,58445,11123,671,1
5,6800,3,74821,8876,803,0
5,3480,2,50911,3758,588,0
8,4115,1,96637,2585,5913,1
5,4600,2,79374,3580,4622,1
3,7945,1,53212,7102,671,0
5,7100,1,69938,6325,1703,0
5,4210,2,73772,13164,1155,1
2,7200,2,48816,9139,693,0
2,7800,2,93294,9368,2351,0
4,6705,1,91013,13731,4437,1
2,7785,1,30766,9907,582,0
4,7100,1,86779,9609,1893,0
3,6295,1,83427,7423,2152,0
5,4205,2,86677,4125,983,1
5,7300,1,62380,7826,825,1
3,7440,1,89315,10005,1633,0
4,5500,2,73751,6968,1623,0
6,7695,1,82658,7863,3035,0
6,3315,2,96102,2924,909,1
5,7280,1,62435,5665,1703,1
7,5645,1,74691,4274,2274,0
7,4200,1,90641,4186,1930,1
4,8940,2,70650,8974,1155,1
4,5165,2,44726,4786,623,0
5,6370,1,73004,8542,1038,1
2,8300,1,58940,10173,754,1
3,8605,1,88343,14554,1503,1
7,6805,1,74734,6621,1455,0
6,7740,1,74425,7207,1857,0
5,4010,1,77920,3878,686,1
4,8860,2,74593,7603,686,0
4,7885,1,57371,8053,920,0
6,6750,1,69046,6247,1508,1
6,6695,2,63685,4883,533,0
3,4995,2,46244,5324,482,0
5,6820,1,58189,8006,1417,1
6,8175,1,85732,4948,1543,0
6,4995,2,86722,5281,853,1
2,9730,1,81386,12057,1503,0
5,4475,2,104271,4728,1450,0
4,5225,3,59875,5272,1086,0
3,4810,1,70881,6747,569,0
7,5040,1,65174,3655,4210,0
2,7900,1,81411,14485,1633,1
6,5090,1,84619,4187,2063,0
6,8740,1,77745,8846,2040,1
5,7695,1,82574,8606,1243,1
2,6175,2,39653,6358,462,1
7,3940,1,89476,4030,2322,1
5,6370,1,73004,8542,1038,1
2,7500,1,83502,9694,2152,0
7,4645,2,87133,4148,2063,1
3,8240,1,82329,9108,2152,0
3,6175,1,85116,7649,2152,1
7,5935,2,55029,5719,888,0
5,9745,3,61832,9509,1411,0
8,5225,1,82107,4458,2322,1
2,8600,1,64425,9800,825,1
6,5515,2,93314,3637,1341,1
4,6405,2,55474,7633,671,1
3,6680,1,73786,8387,1740,1
6,4640,2,53434,3728,1386,1
6,8325,1,84985,7962,2282,1
8,3260,2,94834,3785,1930,1
6,6350,1,66600,5039,3415,1
3,7065,2,66205,8027,1703,1
6,4000,2,54327,3450,1220,0
7,8895,1,80561,9498,1413,0
4,4955,2,45545,4189,482,0
8,4755,1,85754,3446,1543,1
6,4145,2,74984,4689,569,0
3,6155,2,54227,7228,1086,0
2,7545,2,52855,9772,754,0
2,6190,1,62125,9251,533,1
9,3945,1,58919,3349,971,1
1,7500,2,54818,9199,920,0
4,4775,1,71052,4803,569,1
3,5850,1,74097,7314,803,0
3,7225,2,72705,7855,1974,0
3,9205,1,72303,11787,1389,1
3,4900,2,83538,5989,1503,0
2,9735,1,71819,13434,686,1
5,6685,1,67406,5332,1898,0
5,10400,1,73455,9785,1155,0
4,5100,3,83616,7092,853,0
5,9550,1,80716,9898,594,0
5,6105,1,80686,4962,1763,0
5,9695,1,80059,9948,2022,0
6,4130,1,87066,4452,1283,0
6,4675,2,82516,3463,894,1
1,7700,2,50082,8563,920,0
7,7455,1,50864,6380,1551,1
3,5260,3,82564,6759,1503,1
8,3230,1,88959,3838,2712,1
2,7500,2,50396,8735,754,1
4,4200,2,72843,3970,686,1
9,4900,1,85667,3409,2452,1
8,9110,1,87788,6875,1283,1
3,7890,2,75371,7841,1974,0
4,10000,1,75842,10935,1389,0
3,5730,1,79612,8333,803,0
4,5525,2,41819,5333,975,0
2,6365,2,82753,1,2282,0
4,7470,1,72020,9027,1155,1
1,6400,2,51165,7898,754,0
5,7230,1,78442,6765,1155,0
5,3900,1,98640,4264,1053,0
5,4200,2,96912,4910,2351,0
6,4735,1,81065,4616,1933,0
4,6735,2,74499,6590,1272,0
5,5330,2,55677,4878,505,0
2,7500,2,49180,8582,693,0
8,3930,2,79753,3165,869,1
6,7300,1,72915,5182,986,1
2,7450,1,46267,8513,693,1
2,5740,2,88173,0,1763,0
5,10680,1,51032,9622,505,0
5,4560,1,50209,4166,920,0
5,3900,2,88896,3558,1243,0
2,8190,2,55843,8595,1500,0
3,5900,2,43778,6737,975,0
3,5810,1,44182,5826,834,1
5,3440,1,78246,4325,920,1
7,6515,1,57032,4830,2172,0
3,8180,1,81304,12317,2152,0
4,5700,1,59936,4830,920,1
1,7900,2,52405,8484,920,1
3,9225,1,81176,11688,1243,0
2,8015,1,72718,8895,1155,0
6,4120,1,82898,3445,1503,1
5,4700,2,86778,6413,853,0
2,7400,2,49639,9772,693,0
3,5200,2,67348,6514,1411,0
6,3775,3,93058,3201,1065,0
4,9900,2,70994,10501,1389,0
3,6980,2,52719,7794,754,0
4,8805,1,76227,9950,1389,1
5,8205,1,42025,9566,834,0
5,7940,1,79826,8564,1857,1
3,9940,1,86622,14402,983,0
2,8875,2,85557,11339,1503,1
5,6000,1,64960,5738,825,0
4,4805,1,52617,4714,505,1
7,6155,1,88680,4335,2063,1
5,7500,1,57255,6315,1417,1
7,4410,1,77333,5064,2274,1
2,6040,2,54640,6944,1086,1
2,8230,1,81192,9089,2152,1
4,10100,1,65200,11953,1411,0
4,6255,2,80546,7934,1113,1
3,5725,1,86319,7993,1633,0
8,7675,1,84299,5189,1153,0
2,6100,1,77313,6930,803,0
5,8275,1,93146,8104,1630,1
2,6835,2,72589,7157,2091,0
5,5455,1,97316,7034,1197,0
7,4350,2,69879,3841,1613,1
5,7325,1,70519,7131,686,1
4,7100,1,77783,7766,803,1
2,8230,2,86656,9829,2282,0
4,6720,1,65533,7287,1313,1
3,7750,1,73026,8384,569,1
4,6655,1,61502,7534,1411,1
2,7500,2,50243,8282,754,0
5,5410,1,73980,5793,1155,0
4,9130,1,80327,9460,983,1
1,7800,2,47586,8669,834,0
5,7305,2,88869,6302,594,1
4,8350,1,67491,9315,728,0
5,3400,1,68734,3856,825,1
6,4200,1,74314,4103,1220,1
2,5045,2,52647,7104,671,0
5,6100,2,58188,5583,505,1
3,7370,1,58342,8163,1003,0
1,6200,1,48144,8722,482,1
3,6615,2,70113,7450,1038,1
4,7270,2,70466,8484,1155,0
3,6500,2,75240,7450,1038,0
5,6970,1,72616,8156,1389,1
3,10765,1,73934,17222,1155,0
7,3340,1,76016,4125,2508,0
2,7080,2,54948,7788,1169,0
3,6535,1,72998,8581,1623,0
6,5900,2,60522,4563,1215,1
5,7315,1,77394,6989,686,1
1,8275,2,80714,8914,1373,0
6,3810,1,79555,4623,1689,1
6,11505,1,82440,10714,1763,0
4,7450,1,53743,6812,1666,0
4,7120,2,87347,10337,1633,0
4,3920,1,89484,4268,853,1
5,5840,2,59710,5124,1500,0
4,4090,1,88273,6279,2152,1
6,8935,1,82254,9648,1893,1
7,4195,2,77412,4478,1455,0
3,7230,2,52297,9622,671,1
6,8200,1,87372,7377,1413,0
6,5200,2,56678,5197,1086,1
5,7865,2,66725,8292,630,1
5,5010,1,75479,5011,1155,0
3,7300,2,77090,10181,686,0
6,6375,2,76508,6407,920,1
2,8825,1,61382,13221,1313,0
4,6035,2,68435,5553,1215,0
2,6500,2,74340,7600,1038,0
3,8800,2,67656,10596,1215,0
5,4760,2,76747,5102,1506,1
4,7825,1,48094,7351,1046,0
5,7980,1,63930,8388,1020,0
5,8400,1,88681,8832,1503,1
6,3460,2,74214,3157,803,0
6,3325,1,52956,4105,1003,1
7,7920,1,85672,7455,2452,0
3,9505,1,61664,11417,1215,0
3,6535,1,53699,8068,920,0
5,9140,1,75716,12265,803,1
6,7680,2,90687,7090,920,1
6,6210,1,88468,5850,2193,0
3,6200,2,45611,7127,975,0
5,4830,1,83258,6350,1633,0
7,8560,1,77434,6796,2040,1
4,7700,1,75658,9690,1155,1
9,4450,1,77053,3310,2508,1
4,5990,2,58938,5283,920,1
8,4000,2,82482,2964,2063,1
4,5600,1,58074,6138,920,0
5,5850,1,57036,7381,920,0
5,7350,1,70110,8178,1389,0
3,6605,1,75924,8202,1974,0
7,5700,1,75694,3846,1455,1
5,4315,2,71362,5830,1155,1
5,7095,1,61244,6007,1703,0
3,7800,1,59105,8660,1500,0
3,6125,2,79907,6671,1038,1
6,6115,2,81121,3710,1633,0
5,9695,1,95334,9312,1197,1
3,5400,2,52631,6461,1086,1
7,4060,2,95353,3441,2506,1
4,4175,1,80309,4383,983,1
7,5955,1,79881,5301,1220,1
7,6950,2,78764,8251,1455,0
2,8500,2,53190,9579,920,0
4,4660,2,45855,3294,693,0
6,10780,1,77640,10304,1923,1
7,5220,2,60711,4439,2003,0
5,7900,2,72775,9367,686,0
5,9315,1,87943,9929,2152,1
6,6890,1,73719,8466,1103,1
2,7500,1,46910,8225,693,1
5,6525,2,73904,5526,803,1
8,4200,1,91357,3737,2651,1
9,5900,1,90685,3449,1930,1
2,5265,1,74230,8827,569,0
8,5980,1,77357,6310,1806,1
7,7100,1,72605,4942,869,0
5,7095,1,50311,8562,1417,1
9,4550,1,73662,1820,1103,0
8,4700,2,82890,3283,2322,1
3,5225,2,91003,7314,1774,0
4,7925,1,54836,8291,671,1
4,6325,1,82606,9403,1243,1
7,4840,1,83623,3573,5392,1
5,4870,2,68937,4768,1020,1
7,7935,1,91644,6586,1641,1
6,4170,1,75708,4408,2508,1
1,7900,2,55391,9141,920,0
4,5625,1,85566,6411,594,1
7,10195,1,89445,9176,2063,1
3,8050,2,66262,8326,1020,0
4,9850,1,52665,10000,1334,0
5,5600,2,66639,7004,1801,0
4,6500,2,29960,4289,582,1
6,5800,1,80289,4567,2412,1
7,5935,1,73575,5129,1923,1
5,8135,1,70344,8613,569,1
5,5685,1,64098,4844,1215,1
5,5155,1,79031,6751,2208,1
8,5910,1,94135,5843,920,1
3,7605,1,80355,8109,2152,0
2,7500,2,75736,9089,1974,1
4,7085,2,88783,7249,594,0
6,4695,1,92207,4156,2639,0
3,6130,1,93035,8202,2351,0
5,8785,1,73897,6848,920,0
5,6340,1,62053,5811,1508,1
6,3200,1,79864,3794,1220,0
4,4580,1,79667,7705,920,0
6,3825,1,109348,3107,810,1
5,7450,1,79741,7252,2091,0
5,4530,2,89121,5420,1633,1
7,6225,1,92532,5561,1641,0
5,7325,1,87462,9299,2152,0
1,7300,1,40936,8224,693,1
6,4975,1,41855,3850,1134,0
4,7575,1,70628,7790,1389,0
8,6445,1,78505,5389,1455,0
6,4570,1,81952,4287,1283,1
3,6000,2,75265,8063,1038,0
4,2900,1,63886,3248,533,1
3,6970,2,60219,8815,533,0
3,7980,2,46959,8617,834,0
3,6020,1,55686,6581,1003,0
2,5645,2,59231,6009,505,1
2,5700,1,52808,7703,1086,1
4,5415,2,70083,4395,803,0
4,4200,1,74202,5657,1155,1
2,6800,2,58670,7305,671,0
8,5715,1,57350,3839,1386,1
2,8150,2,71589,9108,1974,0
3,6200,2,50436,6461,1086,0
5,8135,1,90797,8634,620,1
6,4500,1,82305,4692,1373,1
4,4225,2,79580,5206,1389,1
3,7905,2,51215,8521,1500,1
5,3900,1,96170,6247,1341,1
4,8760,1,55999,9334,920,1
1,6690,2,71431,8781,1155,0
3,5090,1,71738,10054,803,0
2,6630,2,62490,8267,923,0
6,3410,1,95961,4240,5913,1
5,4950,1,92159,6771,1918,0
2,7500,1,45383,8225,693,1
8,5000,1,61273,2777,2198,1
4,5625,1,86067,7250,1763,1
5,10610,1,88890,8406,1113,0
3,6180,1,69626,5940,1020,0
2,6465,1,72984,8102,1155,1
3,7945,1,58042,8079,671,0
5,6895,1,75252,8946,1506,0
3,8835,2,90469,11672,909,0
5,5040,2,72392,1,2208,1
4,6180,1,77301,7054,1623,0
3,8280,1,65848,10063,1703,0
4,3690,1,78629,5657,1155,0
4,7650,1,78378,10153,1740,1
4,3905,1,85144,4516,723,1
3,6400,2,75416,7455,920,0
4,5400,1,74574,7126,1272,0
6,3720,2,48649,3341,993,1
3,5500,2,80030,8791,1633,0
5,6700,1,47172,7429,1046,1
3,7885,1,65695,11162,1118,1
5,7985,1,79709,7448,569,1
7,3915,1,92569,3914,1353,1
3,5200,2,81411,7148,1243,1
6,4125,2,80058,3577,1543,1
4,4440,1,95753,6976,1197,0
7,7200,2,85055,5612,1673,1
5,4310,1,78666,3907,686,0
3,7700,2,49662,8222,482,0
3,8140,2,89051,10712,853,0
7,3380,1,84277,3215,1803,1
5,5195,2,41221,3898,482,1
7,9605,1,74595,9069,1689,1
2,6380,2,65480,9463,1411,0
9,5900,1,87837,3149,1803,1
1,9400,2,40618,10456,834,0
6,4455,2,50880,2482,505,1
6,3340,1,75748,3815,4922,1
6,8600,2,75366,4999,986,0
1,6300,2,50912,6949,1086,1
7,4010,1,59610,0,805,1
5,5520,1,70962,6858,803,0
7,4705,1,74446,3431,1220,1
2,9775,2,78577,11120,1389,0
2,8475,2,88968,12085,1503,1
3,5595,2,66785,5811,1215,0
3,6330,2,86182,9891,853,1
5,5490,1,80032,6292,1373,1
4,7700,1,71609,8270,920,1
2,8050,1,61487,11650,1020,0
5,7135,2,78044,4965,686,1
4,4625,2,45782,4850,482,0
6,8285,1,54211,6672,1169,0
5,5405,1,93394,4231,1341,1
4,7685,1,99089,10498,1630,0
5,6485,2,50496,5681,837,0
3,6860,2,49401,7225,764,0
1,7400,2,51570,8419,920,0
4,8985,1,93200,9316,1341,1
7,4485,1,79891,3581,2508,1
5,6300,1,80779,5480,594,1
7,9105,1,85842,6423,1543,1
6,8600,1,59710,6552,754,1
4,5700,1,79821,7127,1272,1
4,5355,2,42725,6708,623,0
3,5825,1,69069,6565,1215,0
5,5400,1,72468,5655,1272,0
6,8060,1,84693,8305,2282,1
7,4195,1,83965,4380,2452,1
1,6800,2,51543,7560,754,0
3,5200,2,79430,6171,1389,0
7,3975,1,96743,2997,2651,1
3,6330,1,60948,7213,533,1
4,6755,2,79067,8186,1389,0
4,7335,1,73948,9241,1623,0
4,8150,1,78298,9334,1155,0
8,4200,2,81875,2779,894,0
3,7770,1,74635,9794,1389,0
6,8640,1,75331,5938,1572,1
5,4800,1,62960,4844,1215,0
3,5180,2,82989,6062,983,0
3,6815,2,35450,6797,462,0
6,5040,2,69428,3487,1125,1
3,7340,1,84636,10602,1243,0
3,7800,1,82757,10139,2152,0
6,3900,1,97382,3555,1209,1
1,7900,1,45466,8466,834,1
3,7230,2,52297,9622,671,1
5,5985,2,58126,4709,754,1
5,8400,1,52175,8438,505,0
4,6220,1,46432,4985,905,0
3,10402.89,1,15409,18762,522,1
7,5935,2,46471,4185,1628,1
6,4775,2,86027,4218,2063,1
3,7925,1,57947,7102,671,0
4,6465,1,52489,5518,671,0
6,10525,1,71658,11043,1272,1
4,8015,1,66649,8020,1703,0
2,5700,2,41220,7660,482,0
5,5045,1,62611,5331,1215,1
6,9220,1,90552,8320,1930,1
5,8635,1,89706,7357,983,0
8,3800,2,93698,4376,1065,0
4,6880,2,68593,7615,1411,1
2,8805,2,43161,8522,834,1
5,4980,1,86292,4733,983,1
8,10580,1,70189,9801,2274,0
6,10440,1,64949,8791,533,1
5,5535,1,51924,4424,920,0
3,8250,2,60635,8827,1703,1
7,4900,1,72642,3126,2274,0
6,4150,3,107173,4191,650,0
6,5395,1,78324,3375,803,1
2,6955,2,94106,7852,2351,1
4,6765,2,75308,6654,1272,0
3,6660,2,63552,5564,533,0
3,6480,2,36861,5880,642,1
2,10010,1,84940,14593,1503,0
4,6130,1,70215,6832,569,1
4,8855,1,70536,11313,1974,1
5,6026,1,92636,6802,1918,0
9,5360,2,90329,3081,2218,0
2,6425,2,85285,8892,2152,0
5,6100,2,74844,5665,1974,0
3,5070,2,65444,6355,1411,1
7,5030,2,57687,3740,1551,1
3,7800,1,75570,12293,1506,0
1,7200,2,45983,9473,482,0
5,8300,1,90202,9524,1774,1
4,5200,2,85512,5478,853,0
8,4400,1,63559,2822,1418,1
3,8300,2,40950,7885,1328,0
5,4665,2,95033,4600,1053,0
7,2540,1,99994,1,920,1
5,3925,2,101961,4663,1130,1
5,4500,2,91796,4750,1630,0
4,5075,1,81476,5522,853,1
6,10000,1,62961,13389,1411,0
5,7340,1,82993,8519,2152,0
2,9400,2,60145,12768,1313,0
3,6300,2,68457,6671,923,0
4,5735,2,80449,5270,1503,1
5,6635,1,71157,6359,920,1
4,4175,2,85884,4783,983,1
5,7440,1,70354,5853,1974,0
8,4200,1,57052,3348,1386,0
5,4600,1,76116,5059,1272,0
3,4480,2,69705,4702,533,0
4,7845,1,88030,9611,1243,1
6,4200,1,89873,4018,983,1
8,3935,1,87455,3403,2063,1
6,6950,1,78510,7841,1506,1
3,5415,1,86373,6095,594,0
7,3960,1,82906,3094,2322,1
1,7700,2,57057,8466,920,1
3,7585,1,65253,10675,1020,1
9,5285,1,94408,4059,1353,0
7,5930,1,88540,5262,1673,0
3,4860,1,60339,6872,1020,1
9,4350,2,75810,2364,1103,1
3,5985,1,83405,11368,1763,0
4,4990,2,69260,4980,728,0
8,4100,1,80428,3278,1153,1
4,8000,1,75674,11934,1974,0
5,5370,2,76756,4424,2208,1
4,5350,1,69843,5171,825,1
5,6340,1,68183,7619,1313,1
4,9575,1,69641,13541,1508,1
6,6500,1,62758,5113,1028,0
7,3925,2,94848,4080,1353,1
3,8620,2,73223,9863,1389,1
6,4100,2,83786,4653,1803,1
4,7985,1,87258,10178,723,0
3,6295,1,70272,8978,1272,1
1,8900,2,45499,9342,834,0
8,7540,1,77377,4839,1572,1
2,7785,1,74973,9727,1974,0
6,10300,1,76962,9855,1338,1
2,7300,2,53198,8562,754,0
6,7100,1,75184,4879,1103,1
9,5600,1,55547,3738,1220,1
5,4945,1,78183,5844,2208,1
2,7945,1,45298,8276,1328,0
4,6235,1,66240,7026,533,1
4,7035,1,59413,5990,1003,0
5,5500,2,71954,5411,1974,1
7,7800,1,79923,6271,1806,1
6,4000,1,61279,4233,1020,0
7,7435,1,59147,6124,805,1
3,5700,2,55535,6055,671,0
5,10495,1,82177,9770,1373,1
3,8345,2,55287,8525,505,0
4,6965,1,76659,6263,1974,0
4,7210,1,79983,7943,1272,1
7,3230,2,98565,2965,2939,1
9,3600,1,78237,2405,2157,1
2,7000,1,41649,10351,623,0
1,6300,2,49507,7945,975,1
4,5630,1,72951,5241,1155,1
3,7085,2,68905,10756,728,0
2,8600,1,69668,13417,728,1
3,4140,2,77810,4783,569,1
6,9407,1,74506,12356,1389,1
2,8800,1,58233,10173,754,1
1,6100,2,48135,7324,975,0
5,5900,2,79962,4231,1506,0
4,8820,1,66118,7259,1215,0
2,7700,1,61493,7852,1703,0
3,5830,2,74615,7962,569,0
5,4925,1,73543,4758,1272,0
3,7335,1,61481,10523,1703,0
7,6700,1,50451,4248,1220,0
6,6000,2,66313,3744,1020,1
5,5990,1,44096,3615,482,1
5,6575,1,52824,5842,671,0
4,4200,1,77015,5155,686,1
2,6530,2,81577,8807,1243,0
4,5030,1,68632,5914,825,0
7,3100,2,92370,2922,1065,1
2,10150,1,54214,13254,1086,0
4,7945,1,64000,6712,923,0
3,6665,2,85105,7463,2152,0
7,6750,1,85595,5127,1023,0
7,7180,2,80764,5435,1543,1
6,8730,3,64742,7598,1020,0
7,5255,1,76653,4850,1220,1
6,9545,2,58726,8631,1386,0
9,4750,1,49500,2877,1205,0
8,3980,1,61201,4154,1906,1
5,7645,1,83753,10150,594,1
3,6400,2,85614,9542,1763,0
4,6000,2,76011,6609,1974,1
5,8435,1,66989,6638,630,1
9,6265,1,74680,4468,1455,1
3,5690,3,46256,7330,834,0
5,6815,2,66593,6305,1118,0
6,4250,1,50600,4568,1717,1
5,3890,1,71749,3634,686,1
7,4540,1,88535,4093,1803,1
4,5760,1,83242,6181,2152,0
4,4765,1,84292,6302,2152,1
7,4710,2,65567,4557,1613,1
5,6300,2,81602,6608,983,0
4,8010,1,77938,7267,803,0
4,8740,1,81862,12403,1503,0
3,5000,1,68770,5312,825,1
5,11880,1,71304,11107,920,0
5,5825,1,98680,6007,2351,1
4,7440,1,79528,7829,803,0
3,9215,1,65031,10866,728,0
4,10665,1,65299,11128,1215,0
4,6740,1,46150,7528,482,0
6,4025,1,87249,4184,1153,1
4,7795,2,86652,9904,1503,0
2,7235,1,52392,9778,920,0
2,8800,2,71351,11566,1389,1
8,6700,1,75725,6462,2274,1
4,6860,1,77194,6794,569,1
2,7515,2,71358,8459,1974,0
